"Date","Time","TimeZone","Name","Type","Status","Currency","Gross","Fee","Net","FromEmailAddress","ToEmailAddress","TransactionID","CounterpartyStatus","AddressStatus","ItemTitle","ItemID","ShippingandHandlingAmount","InsuranceAmount","SalesTax","Option1Name","Option1Value","Option2Name","Option2Value","AuctionSite","BuyerID","ItemURL","ClosingDate","EscrowId","InvoiceId","ReferenceTxnID","InvoiceNumber","CustomNumber","Quantity","ReceiptID","Balance","AddressLine1","AddressLine2","City","State","Zip","Country","ContactPhoneNumber","Extra"
"2018-10-15","21:52:14","GMT","Tewolde Zula","Shopping Cart Item","Completed","USD",29,0,0,"Tewolde.Zula@spambob.com","N/A","SAMPLE8E741496AT25459","Non-US - Verified",,"Putler's Guide to Sales Analysis - Audio Book","PGSA-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,53224.31,"Gosposka ulica 5",,"Podgorci",,2273,"SL","040-883-764",
"2018-10-15","23:13:56","GMT","優太 町山","Shopping Cart Payment Received","Completed","USD",218,-7.28,210.72,".@trashymail.com","N/A","SAMPLE37P912734E04467","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,,53435.03,,,,,,,,
"2018-10-15","23:13:56","GMT","優太 町山","Shopping Cart Item","Completed","USD",69,0,0,".@trashymail.com","N/A","SAMPLE37P912734E04467","Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,53435.03,,,,,,,,
"2018-10-15","23:13:56","GMT","優太 町山","Shopping Cart Item","Completed","USD",149,0,0,".@trashymail.com","N/A","SAMPLE37P912734E04467","Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,53435.03,,,,,,,,
"2018-10-16","01:01:14","GMT","Ryouma Katayama","Shopping Cart Payment Received","Completed","USD",69,-2.51,66.49,"Ryouma.Katayama@spambob.com","N/A","SAMPLE61L603180R00779","Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"2401-0296-3125-2939",53501.52,,,,,,,,
"2018-10-16","01:01:14","GMT","Ryouma Katayama","Shopping Cart Item","Completed","USD",69,0,0,"Ryouma.Katayama@spambob.com","N/A","SAMPLE61L603180R00779","Unregistered",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"2401-0296-3125-2939",53501.52,,,,,,,,
"2018-10-17","02:29:55","GMT","Ásgrímur Hreiðarsson","Shopping Cart Payment Received","Refunded","EUR",308.5,-10.17,298.33,"Ásgrímur.Hreiðarsson@dodgit.com","N/A","SAMPLE408869161V42583","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,5,,53825.69,"Avda. Enrique Peinador 36",,"El Pino de Tormes","Salamanca",37170,"ES","643 331 790",
"2018-10-17","02:29:55","GMT","Ásgrímur Hreiðarsson","Shopping Cart Item","Refunded","EUR",149,0,0,"Ásgrímur.Hreiðarsson@dodgit.com","N/A","SAMPLE408869161V42583","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,53825.69,"Avda. Enrique Peinador 36",,"El Pino de Tormes","Salamanca",37170,"ES","643 331 790",
"2018-10-17","02:29:55","GMT","Ásgrímur Hreiðarsson","Shopping Cart Item","Refunded","EUR",69,0,0,"Ásgrímur.Hreiðarsson@dodgit.com","N/A","SAMPLE408869161V42583","Non-US - Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,53825.69,"Avda. Enrique Peinador 36",,"El Pino de Tormes","Salamanca",37170,"ES","643 331 790",
"2018-10-17","02:29:55","GMT","Ásgrímur Hreiðarsson","Shopping Cart Item","Refunded","EUR",27,0,0,"Ásgrímur.Hreiðarsson@dodgit.com","N/A","SAMPLE408869161V42583","Non-US - Verified",,"Web Millionaire - Workbooks","WM-WB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,53825.69,"Avda. Enrique Peinador 36",,"El Pino de Tormes","Salamanca",37170,"ES","643 331 790",
"2018-10-17","02:29:55","GMT","Ásgrímur Hreiðarsson","Shopping Cart Item","Refunded","EUR",34.5,0,0,"Ásgrímur.Hreiðarsson@dodgit.com","N/A","SAMPLE408869161V42583","Non-US - Verified",,"Web Millionaire - Bundle","WM-B",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,53825.69,"Avda. Enrique Peinador 36",,"El Pino de Tormes","Salamanca",37170,"ES","643 331 790",
"2018-10-17","02:29:55","GMT","Ásgrímur Hreiðarsson","Shopping Cart Item","Refunded","EUR",29,0,0,"Ásgrímur.Hreiðarsson@dodgit.com","N/A","SAMPLE408869161V42583","Non-US - Verified",,"Putler's Guide to Sales Analysis - Audio Book","PGSA-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,53825.69,"Avda. Enrique Peinador 36",,"El Pino de Tormes","Salamanca",37170,"ES","643 331 790",
"2018-10-17","16:32:48","GMT","Dimitry Ruslan","Request Sent","Paid","USD",500,0,500,"N/A",,"SAMPLE2LW091853J22047",,,,,0,0,0,,,,,,,,"0000-00-00",,,,,,0,,54325.69,,,,,,,,
"2018-10-17","23:23:50","GMT","Meeri Vauhkonen","Shopping Cart Payment Received","Refunded","USD",47.5,-1.82,45.68,"Meeri.Vauhkonen@trashymail.com","N/A","SAMPLE3TY47869Y027800","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,54371.37,,,,,,,,
"2018-10-17","23:23:50","GMT","Meeri Vauhkonen","Shopping Cart Item","Refunded","USD",47.5,0,0,"Meeri.Vauhkonen@trashymail.com","N/A","SAMPLE3TY47869Y027800","Verified",,"eBook Bundle","EBB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,54371.37,,,,,,,,
"2018-10-18","04:57:24","GMT","Seppo Laurila","Shopping Cart Payment Received","Completed","USD",69,-2.51,66.49,"Seppo.Laurila@spambob.com","N/A","SAMPLE5AV95990C528300","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,54437.86,,,,,,,,
"2018-10-18","04:57:24","GMT","Seppo Laurila","Shopping Cart Item","Completed","USD",69,0,0,"Seppo.Laurila@spambob.com","N/A","SAMPLE5AV95990C528300","Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,54437.86,,,,,,,,
"2018-10-18","05:15:43","GMT","Marijn Henriksen","Web Accept Payment Received","Completed","USD",199,-6.67,192.33,"Marijn.D.Henriksen@pookmail.com","N/A","SAMPLE7LP443270166443","Non-US - Unregistered",,"Web Entrepreneurs' Club Premium - Annual","WECP-Y",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdahwmvqotg5qbuxijbn280wco0csc0ssgo8","p99691d693adc3c3b180db5ea1d5be7218[%b-eh1i5qb%]",1,"2523-2400-8580-5709",54630.19,,,,,,,,
"2018-10-18","05:20:11","GMT","Marijn Henriksen","Shopping Cart Payment Received","Completed","USD",218,-7.28,210.72,"Marijn.D.Henriksen@pookmail.com","N/A","SAMPLE1MY38371JY21488","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,"1686-2750-7668-0021",54840.91,,,,,,,,
"2018-10-18","05:20:11","GMT","Marijn Henriksen","Shopping Cart Item","Completed","USD",149,0,0,"Marijn.D.Henriksen@pookmail.com","N/A","SAMPLE1MY38371JY21488","Non-US - Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"1686-2750-7668-0021",54840.91,,,,,,,,
"2018-10-18","05:20:11","GMT","Marijn Henriksen","Shopping Cart Item","Completed","USD",69,0,0,"Marijn.D.Henriksen@pookmail.com","N/A","SAMPLE1MY38371JY21488","Non-US - Unregistered",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"1686-2750-7668-0021",54840.91,,,,,,,,
"2018-10-18","05:57:54","GMT","پوژمان خاکباز","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,".@trashymail.com","N/A","SAMPLE62K17719M457815","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,54984.84,,,,,,,,
"2018-10-18","05:57:54","GMT","پوژمان خاکباز","Shopping Cart Item","Completed","USD",149,0,0,".@trashymail.com","N/A","SAMPLE62K17719M457815","Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,54984.84,,,,,,,,
"2018-10-18","06:47:18","GMT","Radimir Grubišić","Payment Received","Completed","USD",500,-16.3,483.7,"Radimir.Grubii@pookmail.com","N/A","SAMPLE5YY30752CA83415","Non-US - Unregistered","Non-US",,,0,0,0,,,,,,,,"0000-00-00",,,,,,0,,55468.54,,,,,,,,
"2018-10-18","11:50:57","GMT","ریانا بهمنش","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,".@mailinator.com","N/A","SAMPLE6KK67650X673769","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,55612.47,"Via Giulio Petroni 65",,"Onore","BG",24020,"IT","0392 6835968",
"2018-10-18","11:50:57","GMT","ریانا بهمنش","Shopping Cart Item","Completed","USD",149,0,0,".@mailinator.com","N/A","SAMPLE6KK67650X673769","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,55612.47,"Via Giulio Petroni 65",,"Onore","BG",24020,"IT","0392 6835968",
"2018-10-18","15:24:33","GMT","Anton Jung","Shopping Cart Payment Received","Completed","USD",27,-1.16,25.84,"Anton.Jung@trashymail.com","N/A","SAMPLE03S08148MV45798","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0190-9919-1687-0702",55638.31,,,,,,,,
"2018-10-18","15:24:33","GMT","Anton Jung","Shopping Cart Item","Completed","USD",27,0,0,"Anton.Jung@trashymail.com","N/A","SAMPLE03S08148MV45798","Non-US - Unregistered",,"Web Millionaire - Workbooks","WM-WB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"0190-9919-1687-0702",55638.31,,,,,,,,
"2018-10-18","22:27:11","GMT","Bethany Flockhart","Web Accept Payment Received","Completed","USD",199,-6.67,192.33,"Bethany.Flockhart@spambob.com","N/A","SAMPLE1DU29943GX86047","Non-US - Unregistered",,"Web Entrepreneurs' Club Premium - Annual","WECP-Y",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdaiqei33hu7gq14wpy7zc4s88k0o0cc8soc","pd43c2244b50a6b82fc2f6e2ac212bdbc8[%b-j4v4gmb%]",1,"4558-7138-6713-4336",55830.64,,,,,,,,
"2018-10-18","22:51:52","GMT","Bethany Flockhart","Shopping Cart Payment Received","Completed","USD",218,-7.28,210.72,"Bethany.Flockhart@spambob.com","N/A","SAMPLE5MV728529D53471","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,"5493-2700-2781-9418",56041.36,,,,,,,,
"2018-10-18","22:51:52","GMT","Bethany Flockhart","Shopping Cart Item","Completed","USD",149,0,0,"Bethany.Flockhart@spambob.com","N/A","SAMPLE5MV728529D53471","Non-US - Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"5493-2700-2781-9418",56041.36,,,,,,,,
"2018-10-18","22:51:52","GMT","Bethany Flockhart","Shopping Cart Item","Completed","USD",69,0,0,"Bethany.Flockhart@spambob.com","N/A","SAMPLE5MV728529D53471","Non-US - Unregistered",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"5493-2700-2781-9418",56041.36,,,,,,,,
"2018-10-19","00:37:19","GMT","Demetrio Lo Duca","Shopping Cart Payment Received","Completed","USD",56.5,-2.11,54.39,"Demetrio.Lo.Duca@pookmail.com","N/A","SAMPLE31Y98699TV96149","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,,56095.75,,,,,,,,
"2018-10-19","00:37:19","GMT","Demetrio Lo Duca","Shopping Cart Item","Completed","USD",47.5,0,0,"Demetrio.Lo.Duca@pookmail.com","N/A","SAMPLE31Y98699TV96149","Verified",,"eBook Bundle","EBB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,56095.75,,,,,,,,
"2018-10-19","00:37:19","GMT","Demetrio Lo Duca","Shopping Cart Item","Completed","USD",9,0,0,"Demetrio.Lo.Duca@pookmail.com","N/A","SAMPLE31Y98699TV96149","Verified",,"Getting Things Done - a field guide to productivity - eBook","GTD-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,56095.75,,,,,,,,
"2018-10-19","10:13:13","GMT","From US Dollar","Currency Conversion","Completed","INR",427245,0,427245,,,"SAMPLE8WJ02850N126708",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE6LN026164277174",,,0,,483484.68,,,,,,,,
"2018-10-19","10:13:13","GMT","To Indian Rupee","Currency Conversion","Completed","USD",-10000,0,-10000,,,"SAMPLE9LE50058N283367",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE6LN026164277174",,,0,,473484.68,,,,,,,,
"2018-10-19","10:13:13","GMT","Bank Account","Withdraw Funds to a Bank Account","Completed","INR",-427245,0,-427245,,,"SAMPLE6LN026164277174",,,,,0,0,0,,,,,,,,"0000-00-00",,,,,,0,,46239.68,,,,,,,,
"2018-10-19","13:02:52","GMT","実 又木","Shopping Cart Payment Received","Completed","USD",69,-2.51,66.49,".@mailinator.com","N/A","SAMPLE9R869110CX63826","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,46306.17,"1912 Halsey Avenue",,"Toronto","ON","M3B 2W6","CA","647-273-6784",
"2018-10-19","13:02:52","GMT","実 又木","Shopping Cart Item","Completed","USD",69,0,0,".@mailinator.com","N/A","SAMPLE9R869110CX63826","Non-US - Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,46306.17,"1912 Halsey Avenue",,"Toronto","ON","M3B 2W6","CA","647-273-6784",
"2018-10-19","13:02:53","GMT","Andrea Rambert","Shopping Cart Payment Received","Completed","EUR",218,-7.28,210.72,"Andrea.P.Rambert@dodgit.com","N/A","SAMPLE9CR795876V00059","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,,46516.89,"Kolodvorska 118",,"Koper",,6504,"SL","041-698-508",
"2018-10-19","13:02:53","GMT","Andrea Rambert","Shopping Cart Item","Completed","EUR",69,0,0,"Andrea.P.Rambert@dodgit.com","N/A","SAMPLE9CR795876V00059","Non-US - Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,46516.89,"Kolodvorska 118",,"Koper",,6504,"SL","041-698-508",
"2018-10-19","13:02:53","GMT","Andrea Rambert","Shopping Cart Item","Completed","EUR",149,0,0,"Andrea.P.Rambert@dodgit.com","N/A","SAMPLE9CR795876V00059","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,46516.89,"Kolodvorska 118",,"Koper",,6504,"SL","041-698-508",
"2018-10-19","14:43:30","GMT","Flaviano Trevisano","Web Accept Payment Received","Completed","USD",199,-6.67,192.33,"Flaviano.Trevisano@trashymail.com","N/A","SAMPLE6GE95265GL07416","Non-US - Verified",,"Web Entrepreneurs' Club Premium - Annual","WECP-Y",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdajip3wescdqitg92iiv400c00oc8ks48kw","pa9f439c87fe530130cf6396321e81e9e8[%bmesgc6b%]",1,,46709.22,"Hauwaart 49",,"Meilegem",,9630,"BE",,
"2018-10-19","16:53:04","GMT","Anssi Häkkinen","Web Accept Payment Received","Completed","USD",90,-3.18,86.82,"Anssi.Häkkinen@spambob.com","N/A","SAMPLE7C9068266T18344","Unregistered",,"Wordpress Theme Pack for Web Businesses","WTPWB",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdajmf4ww6ubcn9m1b64n400go4gskkwcg44","pdb96310a48c8fbba7d813188d26806bf8[%b-mupkofb%]",1,"5035-6050-4532-6943",46796.04,,,,,,,,
"2018-10-19","19:57:21","GMT","Klemens Borkowski","Shopping Cart Payment Received","Refunded","USD",218,-7.28,210.72,"Klemens.Borkowski@pookmail.com","N/A","SAMPLE7MU242736805381","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,,47006.76,"3008 Ostrea Lake Rd",,"Musquodoboit Harbour","NS","B0J 2L0","CA","902-342-8809",
"2018-10-19","19:57:21","GMT","Klemens Borkowski","Shopping Cart Item","Refunded","USD",149,0,0,"Klemens.Borkowski@pookmail.com","N/A","SAMPLE7MU242736805381","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,47006.76,"3008 Ostrea Lake Rd",,"Musquodoboit Harbour","NS","B0J 2L0","CA","902-342-8809",
"2018-10-19","19:57:21","GMT","Klemens Borkowski","Shopping Cart Item","Refunded","USD",69,0,0,"Klemens.Borkowski@pookmail.com","N/A","SAMPLE7MU242736805381","Non-US - Verified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,47006.76,"3008 Ostrea Lake Rd",,"Musquodoboit Harbour","NS","B0J 2L0","CA","902-342-8809",
"2018-10-20","03:49:33","GMT","Susanna Putkonen","Web Accept Payment Received","Completed","USD",90,-3.18,86.82,"Susanna.Putkonen@spambob.com","N/A","SAMPLE6R361035KY03684","Verified",,"Wordpress Theme Pack for Web Businesses","WTPWB",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdak5eyx5oq8y19kbhk3wg0goo84ksk0004o","p167b416499d7bde76bdc9437519e558d8[%bk6e76sb%]",1,,47093.58,,,,,,,,
"2018-10-20","06:36:02","GMT","Bartelemy Archuleta","Shopping Cart Payment Received","Completed","USD",29,-1.23,27.77,"Bartelemy.Archuleta.Ornelas@pookmail.com","N/A","SAMPLE9TE97554SK24112","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,47121.35,,,,,,,,
"2018-10-20","06:36:02","GMT","Bartelemy Archuleta","Shopping Cart Item","Completed","USD",29,0,0,"Bartelemy.Archuleta.Ornelas@pookmail.com","N/A","SAMPLE9TE97554SK24112","Verified",,"Putler's Guide to Sales Analysis - Audio Book","PGSA-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,47121.35,,,,,,,,
"2018-10-20","15:27:49","GMT","Teunis Larsen","Web Accept Payment Received","Completed","USD",90,-3.18,86.82,"Teunis.G.Larsen@dodgit.com","N/A","SAMPLE0NP86669YV02020","Non-US - Verified",,"Wordpress Theme Pack for Web Businesses","WTPWB",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdakpljxfcmdwvz3ierqxw08c8kc4ckwcogc","pa895d256bb746cc22c81d5a54269abc08[%bn7gkfub%]",1,,47208.17,"Mittlerer Thalackerweg 80",,"Ruschein",,7154,"CH","081 692 43 93",
"2018-10-20","17:57:27","GMT","Anton Jung","Shopping Cart Payment Received","Completed","USD",69,-2.51,66.49,"Anton.Jung@trashymail.com","N/A","SAMPLE3FG48699NH33570","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3578-7454-3814-4178",47274.66,,,,,,,,
"2018-10-20","17:57:27","GMT","Anton Jung","Shopping Cart Item","Completed","USD",69,0,0,"Anton.Jung@trashymail.com","N/A","SAMPLE3FG48699NH33570","Non-US - Unregistered",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3578-7454-3814-4178",47274.66,,,,,,,,
"2018-10-20","22:07:03","GMT","Munachiso Kwemto","Shopping Cart Payment Received","Refunded","USD",29,-1.23,27.77,"Munachiso.Kwemto@pookmail.com","N/A","SAMPLE27G78630PM69374","Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,47302.43,,,,,,,,
"2018-10-20","22:07:03","GMT","Munachiso Kwemto","Shopping Cart Item","Refunded","USD",29,0,0,"Munachiso.Kwemto@pookmail.com","N/A","SAMPLE27G78630PM69374","Verified",,"Putler's Guide to Sales Analysis - Audio Book","PGSA-AB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,47302.43,,,,,,,,
"2018-10-21","14:59:10","GMT","Marten Thomsen","Shopping Cart Payment Received","Completed","USD",69,-2.51,66.49,"Marten.D.Thomsen@mailinator.com","N/A","SAMPLE1DX363123911944","Non-US - Unverified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,47368.92,,,,,,,,
"2018-10-21","14:59:10","GMT","Marten Thomsen","Shopping Cart Item","Completed","USD",69,0,0,"Marten.D.Thomsen@mailinator.com","N/A","SAMPLE1DX363123911944","Non-US - Unverified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,47368.92,,,,,,,,
"2018-10-21","19:27:13","GMT","Success Secrets, LLC","Refund","Completed","USD",1997,0,1997,"support@spambob.com",,"SAMPLE84G22385FE99735",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE5Y033112LJ27461",166838900,,0,,49365.92,,,,,,,,
"2018-10-22","01:01:17","GMT","Jarno Kemppainen","Shopping Cart Payment Received","Completed","EUR",218,-7.28,210.72,"Jarno.Kemppainen@pookmail.com","N/A","SAMPLE8EX584778T35544","Non-US - Unverified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,,49576.64,,,,,,,,
"2018-10-22","01:01:17","GMT","Jarno Kemppainen","Shopping Cart Item","Completed","EUR",149,0,0,"Jarno.Kemppainen@pookmail.com","N/A","SAMPLE8EX584778T35544","Non-US - Unverified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,49576.64,,,,,,,,
"2018-10-22","01:01:17","GMT","Jarno Kemppainen","Shopping Cart Item","Completed","EUR",69,0,0,"Jarno.Kemppainen@pookmail.com","N/A","SAMPLE8EX584778T35544","Non-US - Unverified",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,49576.64,,,,,,,,
"2018-10-22","01:31:27","GMT","Shakirah Safar","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,"Shakirah.Nuwwarrah.Safar@mailinator.com","N/A","SAMPLE6GK810534M34924","Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"1741-2419-8411-7558",49720.57,,,,,,,,
"2018-10-22","01:31:27","GMT","Shakirah Safar","Shopping Cart Item","Completed","USD",149,0,0,"Shakirah.Nuwwarrah.Safar@mailinator.com","N/A","SAMPLE6GK810534M34924","Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"1741-2419-8411-7558",49720.57,,,,,,,,
"2018-10-22","02:46:32","GMT","Władysława Wiśniewska","Shopping Cart Payment Received","Completed","USD",218,-7.28,210.72,"Wadysawa.Winiewska@pookmail.com","N/A","SAMPLE227214538M18893","Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,2,"4861-0541-7315-1074",49931.29,,,,,,,,
"2018-10-22","02:46:32","GMT","Władysława Wiśniewska","Shopping Cart Item","Completed","USD",149,0,0,"Wadysawa.Winiewska@pookmail.com","N/A","SAMPLE227214538M18893","Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4861-0541-7315-1074",49931.29,,,,,,,,
"2018-10-22","02:46:32","GMT","Władysława Wiśniewska","Shopping Cart Item","Completed","USD",69,0,0,"Wadysawa.Winiewska@pookmail.com","N/A","SAMPLE227214538M18893","Unregistered",,"Putler's Guide to Sales Analysis - eBook","PGSA-EB",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"4861-0541-7315-1074",49931.29,,,,,,,,
"2018-10-22","10:21:54","GMT","From US Dollar","Currency Conversion","Completed","INR",150218.25,0,150218.25,,,"SAMPLE1K222595KR13844",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE6XD02267A237302",,,0,,200149.54,,,,,,,,
"2018-10-22","10:21:54","GMT","To Indian Rupee","Currency Conversion","Completed","USD",-3500,0,-3500,,,"SAMPLE8RM146943E28252",,,,,0,0,0,,,,,,,,"0000-00-00",,,"SAMPLE6XD02267A237302",,,0,,196649.54,,,,,,,,
"2018-10-22","10:21:54","GMT","Bank Account","Withdraw Funds to a Bank Account","Completed","INR",-150218.25,0,-150218.25,,,"SAMPLE6XD02267A237302",,,,,0,0,0,,,,,,,,"0000-00-00",,,,,,0,,46431.29,,,,,,,,
"2018-10-22","17:55:28","GMT","Pasi Peltomaa","Shopping Cart Payment Received","Refunded","USD",149,-5.07,143.93,"Pasi.Peltomaa@dodgit.com","N/A","SAMPLE4LE03158B882382","Non-US - Unregistered",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3988-3198-8329-8717",46575.22,,,,,,,,
"2018-10-22","17:55:28","GMT","Pasi Peltomaa","Shopping Cart Item","Refunded","USD",149,0,0,"Pasi.Peltomaa@dodgit.com","N/A","SAMPLE4LE03158B882382","Non-US - Unregistered",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,"3988-3198-8329-8717",46575.22,,,,,,,,
"2018-10-23","04:39:54","GMT","Maya Windradyne","Shopping Cart Payment Received","Completed","USD",149,-5.07,143.93,"Maya.Windradyne@mailinator.com","N/A","SAMPLE3CA37293JV23598","Non-US - Verified",,"Shopping Cart",,0,0,0,,,,,,,,"0000-00-00",,,,,,1,,46719.15,"65 rue Saint Germain",,"GIF-SUR-YVETTE",,91190,"FR","01.85.57.64.65",
"2018-10-23","04:39:54","GMT","Maya Windradyne","Shopping Cart Item","Completed","USD",149,0,0,"Maya.Windradyne@mailinator.com","N/A","SAMPLE3CA37293JV23598","Non-US - Verified",,"Web Entrepreneurs' Club - Annual","WEC-Y",0,0,0,,,,,,,,"0000-00-00",,,,,,1,,46719.15,"65 rue Saint Germain",,"GIF-SUR-YVETTE",,91190,"FR","01.85.57.64.65",
"2018-10-23","12:42:49","GMT","Neven Pavlović","Web Accept Payment Received","Completed","USD",90,-3.18,86.82,"Neven.Pavlovi@spambob.com","N/A","SAMPLE7CC46902K481638","Verified",,"Wordpress Theme Pack for Web Businesses","WTPWB",0,0,0,,,,,,,,"0000-00-00",,,,"12bpdao1p5vbv66mcrbyux1a4go8o8s0oogc08","p228d5e4403efbdf92286220c9bc709008[%b6og5qab%]",1,,46805.97,,,,,,,,
